barcode,product_name,brand,category,net_quantity,packaging,labels_certifications,manufacturing_place,ingredients,nutriscore,nova_group,image_front_url,image_nutrition_url,image_ingredients_url,has_image,data_quality
8901030902369,Knorr hot & sour veg soup,Knorr,Dehydrated soups,10,,,,"Starch, Maltodextrin, Sugar, lodited Salt, (Dehydrated Vegetables (Onion (5.9%), Carrot Flakes (1.4%). Garlic Bits (1.1%) and Leeks (0.4%)) Hydrolyzed Vegetable Protein, Flavours-Nature Identical Flavouring Substances (Soya Sauce) Thickener-415, Spices & Condiments (Chillies (1.5%)), Hydrogenated Palm Oil, Food Colour-Caramel IV, Acidity Regulator-296, Anti caking agent - 551, Flavour Enhancer-627 & 631 Oleoresin Chill",unknown,4,https://images.openfoodfacts.org/images/products/890/103/090/2369/front_en.15.400.jpg,,,yes,5/8
7622202309830,Bournvita 200g,,,200g,,,,,unknown,,https://images.openfoodfacts.org/images/products/762/220/230/9830/front_en.10.400.jpg,,,yes,2/8
8904422711365,Nariyal Biscuit,Patanjali,"Biscuits, 100, Coconut Biscuits",68g 10 Biscuit per Packet,,,,,unknown,,https://images.openfoodfacts.org/images/products/890/442/271/1365/front_en.6.400.jpg,,,yes,4/8
8904004404630,salted peanuts,haldiram's,"Legumes, Peanuts",25g,29/09/2018,,,"CHR Haldiram's SALTE PEANUT REDIENTS: Groundnut (Peanuts) (93%), Edil etable Oil (Palmolein, Cotton Seed, Corn, Sun Cran), Rock Salt (1%) & Refined Sugar. LERGEN: Contains Nut Contains Wheat, Milk & Soy. 1904004 404630 tritional Information (approx NET QUANTITY: SERVING PER POUCH:",d,,https://images.openfoodfacts.org/images/products/890/400/440/4630/front_en.4.400.jpg,,,yes,6/8
8901491000789,Lays India's magic masala,Lay's,Flavoured potato crisps,90 g,Plastic,,,"Potato, Edible Vegetable Oil (Palmolein Oil, Rice Bran Oil), &quot;Spices & Condiments (Onion Powder, Chilli Powder, Dried Mango Powder, Coriander Seed Powder, Ginger Powder, Garlic Powder, Black Pepper Powder, Spices Extract. Turmeric Powder), lodised Salt, Black Sal Sugar, Tomato Powder, Citric Acid (330).",e,3,https://images.openfoodfacts.org/images/products/890/149/100/0789/front_en.30.400.jpg,,,yes,6/8
3948764032271,Sprite,Coca Cola,"Artificially sweetened beverages, Sodas, Sweetened beverages",750 ml,,,,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331(1), PRESERVATIVE (211), SWEETENER (960), FLAVOURS (NATURAL FLAVORING SUBSTANCES).",e,4,https://images.openfoodfacts.org/images/products/394/876/403/2271/front_en.11.400.jpg,,,yes,5/8
8902346012353,Oral Rehydration Salts I.P. Electral,FDC LIMITED,Non food products,21.80 g,,,,"Sodium Chloride,Potassium Chloride,Sodium Citrate,Dextrose Anhydrous,Excipients",e,4,https://images.openfoodfacts.org/images/products/890/234/601/2353/front_en.13.400.jpg,,,yes,5/8
8901725000622,sunfeast Mom,Sunfeast,"Confectioneries, Biscuits",30,,,,,unknown,,https://images.openfoodfacts.org/images/products/890/172/500/0622/front_en.3.400.jpg,,,yes,4/8
8901030877131,Real Mayonnaise,Hellmann's,"Confectioneries, Mayonnaises",85 g,,Green Dot India,,"Refined Soybean Oil (Fortified with Vitamin A & D), Water, Sugar, Thickeners-E 1442, E 1450, Natural Vinegar, iodised Salt, Spices & Condiments, Lemon Juice Concentrate, Preservative-E 202, Nature Identical and Natural Flavouring Substances, Sequestrant-E 385.",e,4,https://images.openfoodfacts.org/images/products/890/103/087/7131/front_en.8.400.jpg,,,yes,6/8
8902080404575,Mango Slice 1.75ltr,PepsiCo Inc.,Fruit-based beverages,29,Plastic PET bottle,Green Dot India,,"WATER, SUGAR, *CONCENTRATED MANGO PULP & ALPHONSO MANGO PULP (14% MANGO PULP), ACIDITY REGULATOR (330), STABILIZERS (466, 440) FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), PRESERVATIVE (202), COLOUR (110). *14% MANGO PULP IN RECONSTITUTED BEVERAGE SHARE BACK",e,4,https://images.openfoodfacts.org/images/products/890/208/040/4575/front_en.4.400.jpg,,,yes,7/8
8902080204588,8902080204588,Mirinda,Fruit juices,,,,,,b,,https://images.openfoodfacts.org/images/products/890/208/020/4588/front_en.12.400.jpg,,,yes,3/8
8904327600948,MYFITNESS Chocolate Peanut Butter Crunchy,MYFITNESS,Crunchy peanut butters,,,,,,c,,https://images.openfoodfacts.org/images/products/890/432/760/0948/front_en.3.400.jpg,,,yes,3/8
8901063092822,BRITANNIA Good day  BUTTER COOKIES,Britannia,Biscuits,52.5 g,,Green Dot India,,"INGREDIENT REFINED WHEAT FLOUR (MAIDA), REINED PALM OIL, SUGAR, INVERT SUGAR SYRUP, MILK PRODUCTS (MILK SOLIDS & BUTTER (0.5%)], RAISING AGENTS [503(ii) & [500(ii)], IODISED SALT, ARTIFICIAL (BUTTER, MILK & VANILLA) & NATURAL LAVOURING SUBSTANCES AND MULSIFIERS [472e & 322(i)]. Numbers in brackets as per International numbering System) CONTAINS WHEAT MILK AND SOY",e,4,https://images.openfoodfacts.org/images/products/890/106/309/2822/front_en.4.400.jpg,,,yes,6/8
7622202252419,Oreo 30 rs,,Biscuits,,,,,,unknown,,https://images.openfoodfacts.org/images/products/762/220/225/2419/front_en.8.400.jpg,,,yes,2/8
8901058022179,Munch,Nestlé,"Chocolate stuffed wafers, Chocolate Wafer",17.4g,,,,"Sugar, Refined Wheat flour (Maida), Hydrogenated vegetable fats, Fractionated vegetable fats, Milk solids, Cocoa solids (3.8%), Emulsifier (Soya lecithin and 476), Raising agent (500 (ii)), Yeast, Iodised salt, Flour treatment agent (516), Artificial (Vanilla) flavouring substances. Allergen Note: Contains Wheat, Soy, Sesame and Milk. May Contains Nut.",e,4,https://images.openfoodfacts.org/images/products/890/105/802/2179/front_en.27.400.jpg,,,yes,5/8
8901063367173,5050 Maska Chaska,Britannia,Biscuits,,,,,,unknown,,,,,no,3/8
8901063142015,Nutri Choice,Britannia Digestive,Biscuits,100 g,,India,,"WHEAT FLOUR (63%), REFINED PALM OIL, SUGAR, WHEAT BRAN (4.7%), LIQUID GLUCOSE, MILK SOLIDS, MALTODEXTRIN, RAISING AGENTS (INS 500, INS 503), IODISED SALT, EMULSIFIERS (INS 322, INS 471, INS 472c), MALT EXTRACT AND DOUGH CONDITIONER (INS 223). CONTAINS WHEAT, MILK, SOYA, BARLEY AND SULPHITE",d,4,https://images.openfoodfacts.org/images/products/890/106/314/2015/front_en.30.400.jpg,,,yes,6/8
8901063155534,Krunch ChocoChips,"Britannia, Tiger",Biscuits,60g,,Green Dot India,,,unknown,,https://images.openfoodfacts.org/images/products/890/106/315/5534/front_en.4.400.jpg,,,yes,5/8
8901719135477,Parle G gold,Parle,Biscuits,1 kg,,,,,unknown,,https://images.openfoodfacts.org/images/products/890/171/913/5477/front_en.19.400.jpg,,,yes,4/8
8904004401134,Haldiram's Khatta Sweet and Salty mix,Haldiram,Mix of Sago and rice flakes,1 400grams,,,,"Refined Rice Flakes (22%), Bengal Gram Flour (Besan) (21%/ Split Pulse Bengal Gram (Chana Dal) (7%), Groundnut (Peanuts) (5%), Sago (4%), Refined Sugar (4%), Red Lentils (Masur Whole) (2.5%), Green Peas (2%), Iodised Salt, Blac Red Chilli, Acidity Regulator & Antioxidant (E 330) and Turmeric. Allergy Advice : Contains Peanut May Contain Tree nuts, Gluten, Sesame Seed, Milk, Soya & Mustard Seed",d,4,https://images.openfoodfacts.org/images/products/890/400/440/1134/front_en.17.400.jpg,,,yes,5/8
8906001023036,Pure Cow Ghee,Gowardhan,"Butter fat, Butters",1L,,Green Dot India,,,unknown,2,https://images.openfoodfacts.org/images/products/890/600/102/3036/front_en.12.400.jpg,,,yes,5/8
8901491367219,kurkure,kurkure,"Appetizers, Kurkure",25g,Pepsico,Kurkure,India,"Cereal Products (67%) (Rice Meal (44%), Corn Meal (23%)), Edible Vegetable Oil (Rice Bran Oil, Sesame Oil), *Seasoning Spices & Condiments, lodised Salt, Sugar, Flavour (Natural and Nature Identical Flavouring Substances), Black Salt, Tomato Powder, Acidity Regulators (330, 296, 334), Colour (160c), Maltodextrin), Gram Meal (0.4%). As Flavouring Agent. &quot;Contains Onion and Garlic LERGEN ADVICE: Contains Sulphite.",d,4,https://images.openfoodfacts.org/images/products/890/149/136/7219/front_en.6.400.jpg,,,yes,8/8
8901764011252,Coca cola Original Taste 300ml can,Coca-Cola,"Carbonated waters, Colas, Sweetened beverages, Carbonated soft",300 ml,,,,"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (8.7 mg/100 g), COLOUR (150d), FLAVOURS (NATURAL FLAVOURING SUBSTANCES).",d,4,https://images.openfoodfacts.org/images/products/890/176/401/1252/front_en.5.400.jpg,,,yes,5/8
8901491365666,Kurkure Puffcorn,Kurkure,Corn chips,16g,Plastic,,,,c,,https://images.openfoodfacts.org/images/products/890/149/136/5666/front_en.4.400.jpg,,,yes,5/8
8901491981538,Lay’s Chile Limon,Lay's,Snacks,10rs,,,,,e,,https://images.openfoodfacts.org/images/products/890/149/198/1538/front_en.3.400.jpg,,,yes,4/8
8902080204021,Mirinda,"Mirinda, PepsiCo Inc.","Sodas, Carbonated waters, Carbonated soft drinks without fruit juice with sugar, Sweetened beverages",250 ml,Plastic bottle,Green Dot India,,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331), STABILIZERS (1450, 445), PRESERVATIVE (211), COLOUR (110), FLAVOUR (NATURAL FLAVOURING SUBSTANCES).",e,4,https://images.openfoodfacts.org/images/products/890/208/020/4021/front_en.4.400.jpg,,,yes,7/8
8906069403412,Chef's Special Tomato Ketchup,VEEBA,Tomato Ketchup,900g,,,,"Water, Tomato Paste (28.0%), Sugar, lodised Salt, Stabilizers (INS1422, INS415), Acidity Regulator (INS260), Spices and Condiments and Preservative (INS211).",d,4,https://images.openfoodfacts.org/images/products/890/606/940/3412/front_en.15.400.jpg,,,yes,5/8
8908005144014,Multigain energy bar,Yoga Bar,Barres de céréales,38 g,,Sans conservateurs,,"Whole Grains 36% (Brown Rice, Millets (Saamai, Foxtail). Rolled Oats 15%). Honey 20% Almonds 12%, Dates, Seeds 9% (Sunflower, Chia), Rice Crispies. Belgian Dark Chocolate 6% (Cocoa, Brown Sugar, Cocoa Butter, Soya Lecithin), Peanut Protein Powder. CONTAINS ADDED NATURAL FLAVOUR (Rosemary Extract. Vanilla Extract)",d,4,https://images.openfoodfacts.org/images/products/890/800/514/4014/front_fr.3.400.jpg,,,yes,6/8
8901063338593,100% Whole Wheat Brown Bread,Britannia,Breads,,,,,,c,,https://images.openfoodfacts.org/images/products/890/106/333/8593/front_en.3.400.jpg,,,yes,3/8
8908000861107,GOPAL,gopal,,,,,,,unknown,,https://images.openfoodfacts.org/images/products/890/800/086/1107/front_en.3.400.jpg,,,yes,2/8
8901764092152,Maaza Original 1.75ltr,HINDUSTAN COCO-COLA BEVERAGES PVT.LTD,"Sweetened beverages, Cooldrank",3,,,,,unknown,,https://images.openfoodfacts.org/images/products/890/176/409/2152/front_en.8.400.jpg,,,yes,4/8
8901030953217,Kissan Sweet & Spicy Sauce,Kissan,Tomato sauces,850 g,,,,"WATER, SUGAR, TOMATO PASTE* (14.6%), CHILLI PUREE (5.6%), IODISED SALT, STABILIZERS - E1422, E415, E412, ACIDITY REGULATOR - E260, GARLIC POWDER, CHILLI FLAKES, ONION POWDER, SPICES AND CONDIMENTS, PRESERVATIVE-E211, NATURAL FLAVORING SUBSTANCE.",e,4,https://images.openfoodfacts.org/images/products/890/103/095/3217/front_en.3.400.jpg,,,yes,5/8
8909081001123,Bounce Chocho,Sunfest,"Chocolate candies, Chocolate biscuits, Biscuit (cookie) snack w chocolate filling",31,,,,"MTL CD-FPB105365 Pkg.Mtrl.Mfd. By Jupiter Laminators Pvt. Ltd. Regn. No. HSPCS Consent 313121821SONCT08497 gredients: Maida (Refined Wheat Flour), Sugar, Refined Palm Oil, Invert Syrup, Liquid Glucose (1.0%), Raising A Emulsifiers (Lecithin (from soyabean), Polyoxyethylene (20) sorbitan monostearate (from palm oil)], Artificial Fla 503) INS 500(ii), INS 450(i)], Colours (INS 150c, INS 150d, INS 122), Starch, Todized Salt, Cocoa Solid Substres (Vanilla, Milk, Chocolate), Flour Treatment Agent (INS 223), Nature Identical Flavouring Substances Con Wheat, Soy, approx. values): Per 100 g (% RDA per serve - 20 g); Energy",unknown,4,https://images.openfoodfacts.org/images/products/890/908/100/1123/front_en.17.400.jpg,,,yes,5/8
8904004400021,bhujia sev,Haldiram's,Fried foods,35g,,,,Jjkk,unknown,,https://images.openfoodfacts.org/images/products/890/400/440/0021/front_en.3.400.jpg,,,yes,5/8
8901030980053,Peanut Butter Crunchy,Kissan,"Peanut butters, Nut butters",350g,,Green Dot India,,"Per Serve (30g) kcal feat 184 9% MKTD. BY: HINDUSTAN UNILEVER LTD. (HUL), UNILEVER HOUSE, B. D. SAWANT MARG, CHAKALA, ANDHERI (E), MUMBAI 400 099, MAHARASHTRA. MFG. BY: BONVILLE FOODS PVT. LTD., S.R. No.-71 NEAR SADBHAV COTTON IND, LAJAI JADESHVER ROAD, AT. HADMATIYA (PALANPIRL TA. TANKARA, DIST. MORBI-363 650, (GUJ.). FSSAI LIC. No. 10018021003055. KISSAN IS REGISTERED TRADEMARK OF HINDUSTAN UNILEVER LIMITED. HUL 2020 PEANUT BUTTER INGREDIENTS: ROASTED PEANUTS (91%), SUGAR, HYDROGENATED RAPESEED OIL (TO PREVENT OIL SEPARATION, IODISED SALT. CONTAIN PEANUTS. STORE IN A COOL, DRY & HYGIENIC PLACE AWAY FROM DIRECT SUNLIGHT AFTER OPENING, KEEP REFRIGERATED. IT IS NATURAL TO HAVE SOME OIL SEPARATION ON TOP, STIR IT WELL BEFORE SCOOPING KISSAN PEANUT BUTTER, WITH 100% REAL PEANUTS HANDPICKED FROM THE FARMS OF GUJARAT, IS A RICH SOURCE OF PROTEIN. SCAN HERE KISSE kissan SE Of RDA NET WEIGHT: 350 g fra N D Pe qu of",c,,https://images.openfoodfacts.org/images/products/890/103/098/0053/front_de.3.400.jpg,,,yes,6/8
8901719129179,PARLE COCONUT,Parle,Biscuits,,,,,,e,,https://images.openfoodfacts.org/images/products/890/171/912/9179/front_en.4.400.jpg,,,yes,3/8
8901719126468,parle 20-20,Parle,"Biscuits, Buiscuit",,,,,Refined wheat flour  Sugar refined palm oil  Invert sugar syrup  Cashew (1%) Raising agents,d,3,https://images.openfoodfacts.org/images/products/890/171/912/6468/front_en.8.400.jpg,,,yes,4/8
8906002006601,8906002006601,Dr. Oetker,French sausages,,,No gluten,,"Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), Antioxidant (INS319). CONTAINS MK 46108067-821",e,4,https://images.openfoodfacts.org/images/products/890/600/200/6601/front_en.3.400.jpg,,,yes,5/8
8901725123123,iodized salt,Aashirvaad,"Spices, Iodised salts",1kg,,Green Dot India,,"EDIBLE COMMON SALT, ANTICAKING AGENTS (INS 551, INS 536) AND POTASSIUM IODATE",not-applicable,4,https://images.openfoodfacts.org/images/products/890/172/512/3123/front_en.13.400.jpg,,,yes,6/8
8901030779282,Green tea honey lemon 25 Tea Bags,Lipton,Green teas,,,,,,unknown,,https://images.openfoodfacts.org/images/products/890/103/077/9282/front_en.13.400.jpg,,,yes,3/8
8901725104641,Sunfeast moms magic cashew almond,Sunfeast,,584 g,,,,biscuit,unknown,,https://images.openfoodfacts.org/images/products/890/172/510/4641/front_en.6.400.jpg,,,yes,4/8
8908010900070,Pintola all natural peanut butter (crunchy),Pintola,"Beurres de fruits à coques, Beurres de cacahuetes croustillants",1 kg,,"Sans gluten, Végétalien, 100% naturel, Point Vert, en:Green Dot India, ISO 22000:2018, Sans matière grasse hydrogénée, Sans huile de palme",,Peanuts,a,,https://images.openfoodfacts.org/images/products/890/801/090/0070/front_en.22.400.jpg,,,yes,6/8
3948764052910,Limca,,Sodas,,,,,parig,unknown,,https://images.openfoodfacts.org/images/products/394/876/405/2910/front_en.8.400.jpg,,,yes,3/8
0786162002969,acai blueberry pomegranate nutrient enhanced water beverage,vitamin water,"Artificially sweetened beverages, Vitamin waters",,Empty & Replace Cap,,,"Reverse osmosis water, less than 0.5% of: vitamins A, C, B3, B5, B6, B12 (beta-carotene, ascorbic acid, niacinamide, calcium pantothenate, pyridoxine hydrochloride, cyanocobalamin), fruit and vegetable juices (for color), natural flavors, citric acid, stevia leaf extract, electrolytes (calcium and magnesium lactates and potassium phosphate), monk fruit extract, sodium selenate, manganese citrate.",unknown,4,https://images.openfoodfacts.org/images/products/078/616/200/2969/front_en.46.400.jpg,,,yes,5/8
8801043018470,NONGSP 席 GOURMET SPICY SPICY & CREAMY FLAVOUR Toom,Shin Ramyun,"Kant-en-klaarmaaltijden (gedroogd), Instantnoedels",137g,,Halal,,"NOEDELS 77%: Tarwebloem, aardappelzetmeel, palmolie, zout, zuurteregelaars: E501, E500, E339, antioxidant: E306, emulgator: E322 (bevat soja), kleurstof: E101. KRUIDENPOEDER 12% : Smaakmaker (maltodextrine, kokosolie, rijst, aardappelzetmeel, palmolie, gistextract, zout, amandel, haver, knoflook, sojabonen, tarwe), maltose, glucose, smaakversterkers: E621, E627, E631, aardappelzetmeel, zout, maiszetmeel, peterselie, shiitake, koolzaadolie. KRUIDENPASTA 11%: Suiker, Oliebereiding (rijstolie, water, koolzaadolie, groene uien), smaakversterkers: E621, E627, E631, smaakmaker (maltodextrine, smaakversterker: E640, gehydrolyseerd plantaardig eiwit (soja, tarwe), mosterdzaad, sojabonen, maïszetmeel, wortel), smaakmaker (chilli, knoflook, ui), zout, glucose, shiitake, voedingszuur: E330. Kan sporen van gerst, schaaldieren, eieren, vis, pinda's, melk, selderij, sesamzaad en weekdieren bevatten.",unknown,4,https://images.openfoodfacts.org/images/products/880/104/301/8470/front_en.47.400.jpg,,,yes,6/8
00551281,Oreo dark chocolate creme flavored,Oreo,Filled biscuits,,,,,,unknown,,https://images.openfoodfacts.org/images/products/000/000/055/1281/front_en.7.400.jpg,,,yes,3/8
5410942104158,Passendale classic,"Passendale, Savencia","Cow cheeses, Belgian cheeses, Sliced cheeses, Abbaye cheeses",190g (5*38g),Plastic,"Green Dot, Made in Belgium, No lactose",Belgique,"pasteurized cow's milk, salt, lactic acid ferments, rennet, natural dye: annatto,",d,4,https://images.openfoodfacts.org/images/products/541/094/210/4158/front_en.78.400.jpg,,,yes,8/8
0733739016614,Ultra Omega-3 Fish Oil,NOW FOODS,"Dietary supplements, Fish oils",90 Softgel,,"No GMOs, Kosher",,"Softgel Capsule [bovine gelatin (BSE-free), glycerin, enteric coating (pharmaceutical glaze, ethyl alcohol, ammonium hydroxide, glycerin, sunflower lecithin, medium-chain triglycerides), water] and d-alpha Tocopherol (from sunflower). Contains fish (anchovies, sardines).",not-applicable,4,https://images.openfoodfacts.org/images/products/073/373/901/6614/front_en.39.400.jpg,,,yes,6/8
4008400351926,Hanuta Minis,Ferrero,"Gebäck, Gefüllte Knusprige Waffeln",200 g,"Kunststoff, Tüte, Stück",Ohne Farb- oder Konservierungsstoffe,,"Zucker, pflanzliche Fette (Palm, Shea), _Haselnüsse_ (13 %), _Weizenmehl_ (12,5 %), _Süssmolkenpulver_, fettarmer Kakao, _Vollmilchschokolade_ (Zucker, _Vollmilchpulver_, Kakaobutter, Kakaomasse, Emulgator Lecithine (_Soja_), Vanillin), _Magermilchpulver_, _Butterreinfett_, Aromen, Salz, Halbbitterschokolade (Zucker, Kakaomasse, Kakaobutter, Emulgator Lecithine (_Soja_), Vanillin), Emulgator Lecithine (_Soja_), Traubenzucker, Backtriebmittel Natriumhydrogencarbonat, Vanilin.",e,4,https://images.openfoodfacts.org/images/products/400/840/035/1926/front_de.50.400.jpg,,,yes,7/8
8901047816208,Dal Makhani,Kohinoor,"Microwave meals, Curry sauces, Dal-makhani, Pre-cooked-dal-microwave-pouch",300g,,"Vegetarian, No artificial preservatives, No artificial colours or flavours, No MSG",,"Water, Black Gram Lentils (33.3%), Tomato (8.4%), Red Kidney Beans (4%), Sunflower Oil, Garlic, Salt, Ginger (0.6%), Cumin Powder, Garam Masala, Red Chilli powder, Fenugreek Leaves, Cinnamon, Cardamom, Bay leaf, Nutmeg Powder, Mace Powder",a,3,https://images.openfoodfacts.org/images/products/890/104/781/6208/front_en.12.400.jpg,,,yes,6/8
8801073115378,Buldak HOT Chicken Flavor Rosé Ramen,Samyang,Instant noodles,140g,,"Halal, HACCP","Korea, South Korea","NOODLE(71.8%) {WHEAT FLOUR, MODIFIED TAPIOCA STARCH, REFINED PALM OIL, WHEAT GLUTEN, SALT, EMULSIFIER[SOY LECITHIN(E322 (i)], ACIDITY REGULATOR (POTASSIUM CARBONATE (E501(i)), SODIUM CARBONATE(E500(i)), SODIUM PHOSPHATE DIBASIC(E339 (ii))], THICKENER[GUAR GUM(E412)], TOCOPHEROLS(E306), GREEN TEA FLAVOR OIL, RIBOFLAVIN(E101), CITRIC ACID(E330)}.   SAUCE(18.6%) {WATER, WHITE SUGAR, ARTIFICIAL CHICKEN FLAVOR POWDER(SOY, WHEAT, CELERY), CHEESE SAUCE(MILK, GARLIC, SOY, WHEAT), WHOLE MILK, ARTIFICIAL CHICKEN FLAVOR(SOY, WHEAT), SOYBEAN OIL, RED PEPPER POWDER(SOY), CHILI PEPPER POWDER(SOY), YEAST POWDER, ONION, THICKENER [MODIFIED POTATO STARCH(E1420)], GARLIC, SALT, DECOLORIZED CHILI EXTRACT, COLOUR[PAPRIKA EXTRACT(E160c)], PEPPER POWDER(SOY), CURRY POWDER(CELERY)}.   POWDER(9.6%) {WHOLE MILK POWDER(SOY), MILK POWDER, YEAST EXTRACT POWDER(SOY), GARLIC POWDER(SESAME SEEDS), PARSLEY CURLY}.  CONTAINS: WHEAT, GLUTEN, SOY, MILK, CELERY, SESAME SEEDS. MANUFACTURED IN A FACILITY THAT ALSO PROCESSES CELERIES, CEREALS CONTAINING GLUTEN, CRUSTACEANS, EGGS, FISH, MILK, MOLLUSCS, MUSTARD, NUTS, PEANUTS, SESAME SEEDS AND SOY PRODUCTS.",unknown,4,https://images.openfoodfacts.org/images/products/880/107/311/5378/front_en.43.400.jpg,,,yes,7/8
8901262030151,Amul Ghee 1ltr,Amul,"Beurres, ghi",1 ltr,,,,Cream,e,2,https://images.openfoodfacts.org/images/products/890/126/203/0151/front_fr.9.400.jpg,,,yes,5/8
07811173,kinley,,en:Waters,2 liters,,,,,unknown,1,https://images.openfoodfacts.org/images/products/000/000/781/1173/front_xx.5.400.jpg,,,yes,3/8
8906002484003,Snickers,Mars,"Chocolate candies, Chocolates, Bars",12g,,Green Dot India,,"Sugar, Milk Solids,  Cocoa Butter, Cocoa Solids, Edible vegetable fats &lt; 5% (Sal fat, Palm oil), Dextrose, Emulsifier (E322); Liquid Glucose, Peanuts (14%), Sugar, Hydrogenated vegetable oil (Palm oil), Milk Solids, Iodized Salt, Cocoa Butter, Cocoa Solids, Edible vegetable fats &lt; 5% (Sal fat, Palm oil), Dextrose, Emulsifier (E322).",e,4,https://images.openfoodfacts.org/images/products/890/600/248/4003/front_en.10.400.jpg,,,yes,6/8
8902433003134,SNICKERS BUTTERSCOTCH FLAVOUR,SNICKERS,"Candy chocolate bars, Filled chocolates, fr:barres-chocolatees-aux-fruits-oleagineux",40 g,,Green Dot India,,"milk chocolate coating (35%): sugar, milk solids, serve (%) cocoa butter, cocoa solids, edible vegetable fat ,lt,5% (sal fat, palm oil), dextrose, emulsifier (322), centre filling (65%): peanuts (23%), liquid glucose, sugar, hydrogenated vegetable oil (palm oil), milk solids, iodized salt, cocoa butter, cocoa solids, edible vegetable fats ,lt,5% (sal fat, palm oil), dextrose, nature identical flavour (butterscotch),  emulsifier (322),",e,4,https://images.openfoodfacts.org/images/products/890/243/300/3134/front_en.36.400.jpg,,,yes,6/8
8854761951413,Real Almond Milk,"137 Degrees, 137 ดีกรี","Légumes et dérivés, Laits d'amande",1L,Tetra Pak,"Sans gluten, FSC, Sans conservateurs, Végétalien",,"Lait d'amande frais 95% Des amandes entières cultivées en Californie, aux Etats-Unis Extrait de fleur de tournesol 5%",b,,https://images.openfoodfacts.org/images/products/885/476/195/1413/front_en.41.400.jpg,,,yes,7/8
0840222000149,LG Hing Powder (asafoetida),L.G.,ase fétide,50 g,,en:Green Dot India,,,not-applicable,,https://images.openfoodfacts.org/images/products/084/022/200/0149/front_fr.7.400.jpg,,,yes,5/8
8901491103442,Kurkure Naughty Tomato,PepsiCo,Flavoured potato crisps,,,,,"Rice Meal (37.6%), Edible Vegetable Oil (Palmolein Oil), Corn Meal (18.8%), Gram Meal (6.2%), Sugar, Salt, Tomato Powder (1.2%), *Spices & Condiments (Chilli Powder, Onion Powder, Spices Extract, Black Pepper Powder, Cinnamon Powder, Clove Powder, Ginger Powder, Garlic Powder, Nutmeg Powder), Beetroot Powder, Citric Acid (INS 330). CONTAINS ADDED FLAVOURS (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES) *Used as natural flavouring agent.",e,4,https://images.openfoodfacts.org/images/products/890/149/110/3442/front_en.12.400.jpg,,,yes,4/8
8901595862726,Dark Soy Sauce,Ching's Secret,Soy sauces,210 g,,,,"water, sugar, lodised salt, natural colour (ins 150c), soybeans (10%), wheat, acidity regulator (ins 260), preservative (ins 202),",e,4,https://images.openfoodfacts.org/images/products/890/159/586/2726/front_en.3.400.jpg,,,yes,5/8
0748927066623,Micronized Creatine Powder,Optimum Nutrition,Bodybuilding supplements,250g,,Fssai,,Creatine Monohydrate (100%).,not-applicable,1,https://images.openfoodfacts.org/images/products/074/892/706/6623/front_en.23.400.jpg,,,yes,6/8
8906002482450,Snickers Chocolate Bar,Mars,Candy chocolate bars filled with caramel and peanuts,1 and 45g,,,,"Chocolate (Sugar, Cocoa Butter, Cocoa Mass, Lactose, Full Cream Milk Powder, Whey Powder, Milk Fat, Emulsifier (Soya Lecithin E322), Water, Artificial Flavour (Vanillin)), Peanuts, Glucose Syrup, Sugar, Vegetable Fat(Palm Fat), Skimmed Milk",e,4,https://images.openfoodfacts.org/images/products/890/600/248/2450/front_en.7.400.jpg,,,yes,5/8
